pair,date,high,low,open,close,volume
USDT_ETC,1708905600,982.77,955.21,954.35,973.34,308645
USDT_ETC,1708992000,960.16,934.09,936.05,935.66,525125
USDT_ETC,1709078400,976.66,930.6,956.44,952.62,600276
USDT_ETC,1709164800,995.57,980.72,990.36,993.0,325205
USDT_ETC,1709251200,933.06,914.61,947.05,928.49,355830
USDT_ETC,1709337600,959.52,943.15,966.78,944.11,625295
USDT_ETC,1709424000,1014.45,965.87,1002.21,986.79,765934
USDT_ETC,1709510400,994.49,962.84,991.22,973.71,330142
USDT_ETC,1709596800,1033.46,978.55,1003.09,1005.7,733642
USDT_ETC,1709683200,1041.4,1000.52,1026.33,1013.59,373876
USDT_ETC,1709769600,991.58,978.49,1003.44,988.51,136224
USDT_ETC,1709856000,995.0,967.48,980.58,979.42,600723
USDT_ETC,1709942400,987.3,946.52,947.25,974.88,932154
USDT_ETC,1710028800,979.84,940.27,946.48,955.64,459070
USDT_ETC,1710115200,968.51,961.29,945.61,963.79,131548
USDT_ETC,1710201600,1012.24,965.18,967.63,983.5,140505
USDT_ETC,1710288000,1002.15,958.06,968.67,973.45,764775
USDT_ETC,1710374400,955.72,936.54,934.42,948.28,286136
USDT_ETC,1710460800,967.24,949.53,971.69,955.72,134688
USDT_ETC,1710547200,1005.68,970.21,985.73,981.13,830274
USDT_ETC,1710633600,1000.18,974.66,1018.39,989.73,193389
USDT_ETC,1710720000,988.83,971.82,1006.43,988.61,484556
USDT_ETC,1710806400,1013.8,989.24,1025.09,1012.1,881258
USDT_ETC,1710892800,1105.65,1069.46,1067.24,1077.08,653598
USDT_ETC,1710979200,1101.49,1047.92,1103.72,1072.95,168832
USDT_ETC,1711065600,1104.87,1079.49,1112.14,1092.51,339018
USDT_ETC,1711152000,1064.23,1045.11,1077.53,1058.35,348066
USDT_ETC,1711238400,1086.37,1037.65,1073.7,1055.65,882785
USDT_ETC,1711324800,1066.98,1041.72,1063.34,1042.25,161792
USDT_ETC,1711411200,1084.83,1047.3,1034.1,1058.26,476848
USDT_ETC,1711497600,1078.42,1052.19,1081.85,1058.0,868532
USDT_ETC,1711584000,1049.39,1027.61,1056.17,1044.64,891758
USDT_ETC,1711670400,1055.58,1037.11,1040.54,1041.28,682652
USDT_ETC,1711756800,1076.52,1029.2,1048.66,1053.77,649011
USDT_ETC,1711843200,1078.62,1024.3,1057.7,1053.21,506797
USDT_ETC,1711929600,1032.69,985.72,1010.77,1014.69,840744
USDT_ETC,1712016000,932.92,914.38,929.79,920.43,651771
USDT_ETC,1712102400,904.32,882.6,907.96,898.0,416136
USDT_ETC,1712188800,931.01,907.57,913.46,918.2,754339
USDT_ETC,1712275200,957.61,924.82,929.3,940.5,397338
USDT_ETC,1712361600,927.97,905.75,897.3,922.96,754820
USDT_ETC,1712448000,928.43,893.79,893.77,916.88,483043
USDT_ETC,1712534400,838.77,828.59,833.27,831.58,741997
USDT_ETC,1712620800,880.04,856.09,853.3,872.05,191515
USDT_ETC,1712707200,819.95,785.7,811.08,807.9,816581
USDT_ETC,1712793600,836.15,812.45,816.19,819.08,389927
USDT_ETC,1712880000,806.19,793.65,778.94,799.93,856289
USDT_ETC,1712966400,746.39,721.61,740.01,741.02,289339
USDT_ETC,1713052800,748.25,730.46,740.88,748.2,179881
USDT_ETC,1713139200,756.76,723.46,761.78,743.46,833732
USDT_ETC,1713225600,746.92,708.01,704.63,725.25,927160
USDT_ETC,1713312000,780.1,764.6,764.9,765.4,247831
USDT_ETC,1713398400,789.93,779.21,793.37,789.75,621837
USDT_ETC,1713484800,786.45,756.49,790.69,776.2,830830
USDT_ETC,1713571200,774.55,761.74,765.07,771.94,503620
USDT_ETC,1713657600,794.12,779.56,769.18,788.5,196205
USDT_ETC,1713744000,825.04,789.88,819.0,807.55,584546
USDT_ETC,1713830400,834.48,807.36,833.38,831.99,484785
USDT_ETC,1713916800,829.3,816.79,842.2,818.32,851964
USDT_ETC,1714003200,832.32,822.53,823.75,825.5,185065
USDT_ETC,1714089600,828.79,793.44,798.57,810.28,721720
USDT_ETC,1714176000,851.47,823.04,818.17,828.61,559514
USDT_ETC,1714262400,848.3,820.63,830.73,840.54,126894
USDT_ETC,1714348800,864.76,838.14,823.94,847.44,856243
USDT_ETC,1714435200,891.37,848.85,877.24,865.86,263255
USDT_ETC,1714521600,908.71,870.41,859.84,883.69,247768
USDT_ETC,1714608000,921.1,887.9,870.96,894.81,839275
USDT_ETC,1714694400,859.43,827.26,816.16,838.22,456255
USDT_ETC,1714780800,861.85,840.85,841.82,858.54,979295
USDT_ETC,1714867200,892.14,876.53,876.5,877.51,955597
USDT_ETC,1714953600,851.58,811.66,826.54,834.31,752521
USDT_ETC,1715040000,864.1,823.5,832.52,844.41,567851
USDT_ETC,1715126400,832.6,811.84,823.28,823.75,110863
USDT_ETC,1715212800,834.87,805.33,834.34,814.82,736598
USDT_ETC,1715299200,832.54,817.82,803.6,822.45,864343
USDT_ETC,1715385600,808.48,795.52,803.15,795.91,502331
USDT_ETC,1715472000,815.84,789.23,806.87,794.23,647987
USDT_ETC,1715558400,847.34,810.23,832.33,826.54,988568
USDT_ETC,1715644800,869.07,838.22,867.41,850.73,133143
USDT_ETC,1715731200,903.12,883.69,893.55,896.56,200098
USDT_ETC,1715817600,951.68,920.91,929.77,924.53,214731
USDT_ETC,1715904000,920.6,898.53,909.03,912.92,205268
USDT_ETC,1715990400,946.1,914.0,900.84,927.6,708420
USDT_ETC,1716076800,937.68,910.21,926.52,925.51,814986
USDT_ETC,1716163200,947.38,913.81,917.37,920.93,475370
USDT_ETC,1716249600,984.27,930.52,956.84,956.73,566690
USDT_ETC,1716336000,943.24,940.02,946.46,940.61,432261
USDT_ETC,1716422400,936.31,916.84,940.05,925.7,597876
USDT_ETC,1716508800,949.43,914.72,950.34,934.13,122678
USDT_ETC,1716595200,927.01,908.88,937.35,921.83,781105
USDT_ETC,1716681600,928.95,889.42,919.11,902.32,747875
USDT_ETC,1716768000,909.77,883.97,883.84,889.23,121463
USDT_ETC,1716854400,882.34,860.6,885.24,869.82,711376
USDT_ETC,1716940800,924.3,886.62,884.31,900.8,417945
USDT_ETC,1717027200,889.09,856.9,870.36,869.18,535103
USDT_ETC,1717113600,847.07,822.1,852.75,836.38,743115
USDT_ETC,1717200000,827.94,804.58,817.41,810.31,996139
USDT_ETC,1717286400,877.82,851.1,851.06,857.37,353762
USDT_ETC,1717372800,870.13,848.97,846.68,866.11,877748
USDT_ETC,1717459200,895.09,865.63,901.68,886.01,815404
USDT_ETC,1717545600,930.64,904.29,884.79,911.5,648491
USDT_ETC,1717632000,909.46,872.37,900.36,887.35,393972
USDT_ETC,1717718400,892.88,866.61,861.38,868.92,153210
USDT_ETC,1717804800,932.87,901.9,908.98,920.7,103305
USDT_ETC,1717891200,978.87,950.94,977.23,951.36,449200
USDT_ETC,1717977600,1019.8,969.5,1007.7,994.97,898656
USDT_ETC,1718064000,1005.49,993.71,1021.12,1003.51,425189
USDT_ETC,1718150400,983.96,956.41,959.34,981.17,169462
USDT_ETC,1718236800,1016.77,993.17,993.92,1000.36,263178
USDT_ETC,1718323200,960.87,924.38,936.33,944.14,240333
USDT_ETC,1718409600,988.55,944.67,943.84,968.82,761266
USDT_ETC,1718496000,907.76,895.66,908.47,905.68,883520
USDT_ETC,1718582400,890.91,862.93,881.04,888.81,302207
USDT_ETC,1718668800,880.97,846.93,876.81,869.66,133676
USDT_ETC,1718755200,915.68,887.56,874.89,895.52,379111
USDT_ETC,1718841600,926.31,898.2,917.83,914.77,220276
USDT_ETC,1718928000,922.48,894.3,923.87,921.05,991925
USDT_ETC,1719014400,965.7,952.77,981.44,963.57,614583
USDT_ETC,1719100800,917.57,898.18,914.46,907.34,879122
USDT_ETC,1719187200,925.15,903.41,921.18,912.58,719089
USDT_ETC,1719273600,941.05,934.16,934.86,934.59,280492
USDT_ETC,1719360000,974.7,930.99,930.91,950.64,590266
USDT_ETC,1719446400,947.13,938.44,973.12,945.27,338003
USDT_ETC,1719532800,936.83,906.73,921.93,926.63,525239
USDT_ETC,1719619200,937.14,906.29,908.89,922.11,299187
USDT_ETC,1719705600,969.96,933.47,954.66,943.57,435744
USDT_ETC,1719792000,976.75,944.22,947.96,964.79,648696
USDT_ETC,1719878400,1011.7,978.05,1006.6,987.03,146591
USDT_ETC,1719964800,1003.88,949.18,994.99,978.04,118318
USDT_ETC,1720051200,1015.7,991.99,1015.42,1011.0,317403
USDT_ETC,1720137600,993.5,976.1,975.24,978.89,795757
USDT_ETC,1720224000,1008.74,988.45,1000.37,988.54,791232
USDT_ETC,1720310400,1004.0,983.62,997.99,993.54,926862
USDT_ETC,1720396800,971.07,936.41,948.22,959.91,708665
USDT_ETC,1720483200,932.12,892.76,914.62,908.97,280129
USDT_ETC,1720569600,950.17,940.58,952.44,942.3,288108
USDT_ETC,1720656000,936.02,916.73,920.77,923.47,365604
USDT_ETC,1720742400,883.32,861.73,856.44,866.08,622343
USDT_ETC,1720828800,855.22,849.64,851.5,852.65,808761
USDT_ETC,1720915200,837.02,807.24,844.86,827.58,673911
USDT_ETC,1721001600,850.86,837.51,845.1,840.09,481766
USDT_ETC,1721088000,849.46,807.44,806.57,827.15,966933
USDT_ETC,1721174400,839.6,834.35,816.49,837.26,997785
USDT_ETC,1721260800,835.37,805.47,844.68,827.19,564561
USDT_ETC,1721347200,842.35,815.76,832.61,821.97,302490
USDT_ETC,1721433600,826.67,810.39,828.79,813.8,195059
USDT_ETC,1721520000,810.57,797.19,775.31,799.21,568910
USDT_ETC,1721606400,786.84,775.98,798.23,781.19,268680
USDT_ETC,1721692800,808.36,796.03,786.1,798.83,554661
USDT_ETC,1721779200,834.39,818.97,818.72,832.2,754591
USDT_ETC,1721865600,862.95,840.94,834.58,849.38,853249
USDT_ETC,1721952000,894.05,862.36,876.89,872.49,957394
USDT_ETC,1722038400,887.66,879.78,886.87,885.88,317299
USDT_ETC,1722124800,890.23,872.04,891.89,879.7,740622
USDT_ETC,1722211200,907.12,866.52,870.12,889.42,235962
USDT_ETC,1722297600,874.47,840.08,849.57,862.08,540612
USDT_ETC,1722384000,869.64,862.61,842.13,867.62,461612
USDT_ETC,1722470400,911.16,891.93,894.18,906.92,312322
USDT_ETC,1722556800,920.72,900.04,898.87,909.57,496178
USDT_ETC,1722643200,905.27,883.99,872.3,898.53,268247
USDT_ETC,1722729600,866.64,847.96,843.91,856.53,254202
USDT_ETC,1722816000,868.59,858.55,842.08,861.07,502694
USDT_ETC,1722902400,794.53,783.79,770.57,791.65,153835
USDT_ETC,1722988800,823.83,801.77,818.89,810.58,602665
USDT_ETC,1723075200,799.45,787.71,792.08,796.38,581817
USDT_ETC,1723161600,775.12,766.98,784.92,773.24,822900
USDT_ETC,1723248000,747.55,727.87,731.62,737.39,202001
USDT_ETC,1723334400,726.44,718.99,719.96,725.39,841040
USDT_ETC,1723420800,708.18,691.78,711.86,695.85,336369
USDT_ETC,1723507200,686.21,670.08,671.5,676.78,497776
USDT_ETC,1723593600,713.72,694.21,682.93,695.43,835753
USDT_ETC,1723680000,718.17,696.14,695.41,706.96,872230
USDT_ETC,1723766400,715.85,697.33,729.07,709.09,366164
USDT_ETC,1723852800,706.88,682.25,676.48,696.12,626973
USDT_ETC,1723939200,713.36,690.43,696.72,701.73,277858
USDT_ETC,1724025600,697.08,688.17,691.06,689.16,329000
USDT_ETC,1724112000,708.7,688.12,712.66,694.71,400274
USDT_ETC,1724198400,719.35,695.03,719.05,706.72,937321
USDT_ETC,1724284800,692.91,680.44,688.45,682.0,134670
USDT_ETC,1724371200,681.96,659.78,679.52,668.41,754472
USDT_ETC,1724457600,655.28,649.03,647.49,655.17,151598
USDT_ETC,1724544000,656.46,640.03,672.39,656.34,472514
USDT_ETC,1724630400,677.42,674.18,666.91,674.62,585522
USDT_ETC,1724716800,656.72,635.72,657.74,643.69,975137
USDT_ETC,1724803200,622.45,602.89,635.76,619.62,655025
USDT_ETC,1724889600,629.66,603.66,615.61,619.21,365235
USDT_ETC,1724976000,625.37,603.15,607.13,613.41,713519
USDT_ETC,1725062400,592.37,584.72,581.78,587.64,835240
USDT_ETC,1725148800,608.09,594.8,583.14,597.6,697874
USDT_ETC,1725235200,619.81,605.68,608.66,619.71,226774
USDT_ETC,1725321600,637.03,616.07,629.86,626.34,864161
USDT_ETC,1725408000,644.02,620.15,630.12,638.23,353076
USDT_ETC,1725494400,664.33,647.36,631.65,648.46,302893
USDT_ETC,1725580800,659.02,629.01,630.64,641.83,573632
USDT_ETC,1725667200,642.22,614.23,630.81,624.34,458079
USDT_ETC,1725753600,642.49,632.12,649.15,633.52,465743
