pair,date,high,low,open,close,volume
USDT_BCH,1715731200,1389.84,1349.44,1387.11,1388.81,977391
USDT_BCH,1715817600,1472.7,1388.82,1404.73,1431.42,697091
USDT_BCH,1715904000,1442.63,1413.13,1450.17,1428.31,325474
USDT_BCH,1715990400,1357.2,1337.2,1331.11,1340.51,683417
USDT_BCH,1716076800,1408.92,1374.36,1398.58,1380.05,640801
USDT_BCH,1716163200,1421.76,1384.95,1386.64,1400.45,494874
USDT_BCH,1716249600,1460.05,1421.96,1458.44,1431.44,238080
USDT_BCH,1716336000,1408.3,1374.08,1376.35,1376.33,567734
USDT_BCH,1716422400,1407.7,1361.63,1381.44,1392.65,872661
USDT_BCH,1716508800,1429.62,1403.6,1393.78,1408.89,458817
USDT_BCH,1716595200,1402.68,1352.68,1362.55,1373.45,680953
USDT_BCH,1716681600,1330.66,1314.6,1342.97,1317.79,859076
USDT_BCH,1716768000,1403.62,1347.86,1339.09,1369.12,116033
USDT_BCH,1716854400,1402.53,1371.07,1402.13,1395.08,950618
USDT_BCH,1716940800,1375.43,1328.3,1357.41,1349.98,451078
USDT_BCH,1717027200,1376.96,1315.09,1372.23,1351.89,870704
USDT_BCH,1717113600,1323.9,1283.82,1322.41,1317.09,777154
USDT_BCH,1717200000,1380.62,1331.56,1328.47,1352.15,106047
USDT_BCH,1717286400,1310.44,1262.92,1310.93,1276.09,205989
USDT_BCH,1717372800,1286.43,1262.34,1261.88,1274.36,661195
USDT_BCH,1717459200,1258.49,1238.04,1275.37,1248.89,434301
USDT_BCH,1717545600,1279.98,1223.14,1261.97,1247.82,923292
USDT_BCH,1717632000,1225.54,1208.09,1246.16,1217.51,367779
USDT_BCH,1717718400,1189.97,1173.47,1216.76,1187.05,501866
USDT_BCH,1717804800,1129.71,1096.44,1149.53,1121.29,302622
USDT_BCH,1717891200,1140.62,1106.02,1101.97,1134.23,401863
USDT_BCH,1717977600,1109.66,1097.24,1114.38,1101.02,389882
USDT_BCH,1718064000,1119.45,1081.41,1132.26,1104.33,284846
USDT_BCH,1718150400,1174.38,1141.44,1150.0,1162.5,368783
USDT_BCH,1718236800,1195.51,1154.6,1181.74,1172.25,575491
USDT_BCH,1718323200,1217.49,1201.19,1203.59,1214.35,794676
USDT_BCH,1718409600,1216.95,1169.01,1217.52,1194.84,596984
USDT_BCH,1718496000,1177.52,1136.47,1185.6,1163.82,633889
USDT_BCH,1718582400,1143.24,1129.08,1113.69,1134.35,501649
USDT_BCH,1718668800,1129.02,1088.35,1108.12,1119.2,891407
USDT_BCH,1718755200,1129.55,1095.07,1094.33,1102.79,248056
USDT_BCH,1718841600,1111.66,1086.73,1125.45,1104.73,537114
USDT_BCH,1718928000,1176.6,1128.26,1186.99,1161.81,358665
USDT_BCH,1719014400,1159.19,1100.91,1135.44,1128.95,400207
USDT_BCH,1719100800,1129.99,1100.54,1139.41,1114.6,922080
USDT_BCH,1719187200,1155.13,1110.3,1131.22,1122.62,429372
USDT_BCH,1719273600,1097.11,1080.23,1093.32,1090.65,314581
USDT_BCH,1719360000,1166.49,1147.88,1179.69,1155.43,742718
USDT_BCH,1719446400,1176.93,1142.7,1192.12,1175.09,885991
USDT_BCH,1719532800,1192.91,1162.68,1180.01,1182.39,833591
USDT_BCH,1719619200,1238.56,1204.58,1198.5,1228.31,419276
USDT_BCH,1719705600,1203.74,1184.18,1190.75,1197.93,950793
USDT_BCH,1719792000,1266.48,1226.79,1293.39,1262.66,300765
USDT_BCH,1719878400,1273.19,1235.41,1222.79,1250.72,857131
USDT_BCH,1719964800,1268.25,1228.33,1238.41,1257.8,303489
USDT_BCH,1720051200,1309.68,1274.21,1309.9,1285.06,945077
USDT_BCH,1720137600,1328.57,1280.48,1290.48,1307.3,713867
USDT_BCH,1720224000,1353.35,1316.29,1367.39,1338.31,725792
USDT_BCH,1720310400,1369.92,1336.32,1328.88,1344.44,306650
USDT_BCH,1720396800,1414.2,1344.26,1364.57,1385.51,363464
USDT_BCH,1720483200,1377.26,1335.59,1340.31,1370.44,123711
USDT_BCH,1720569600,1391.79,1377.9,1383.38,1383.99,614127
USDT_BCH,1720656000,1448.03,1408.73,1409.88,1427.28,824104
USDT_BCH,1720742400,1444.75,1428.16,1386.67,1429.12,741006
USDT_BCH,1720828800,1433.01,1407.31,1431.8,1407.88,200768
USDT_BCH,1720915200,1461.64,1426.8,1474.19,1434.19,975852
USDT_BCH,1721001600,1518.11,1441.5,1469.55,1477.11,287449
USDT_BCH,1721088000,1472.89,1433.0,1495.46,1455.63,423311
USDT_BCH,1721174400,1494.14,1409.51,1438.47,1452.44,299089
USDT_BCH,1721260800,1409.41,1352.59,1418.63,1388.23,546330
USDT_BCH,1721347200,1424.25,1404.17,1376.69,1415.43,350741
USDT_BCH,1721433600,1466.53,1442.2,1421.23,1446.92,514528
USDT_BCH,1721520000,1369.31,1321.81,1365.68,1361.26,817795
USDT_BCH,1721606400,1446.37,1426.01,1457.31,1433.03,714177
USDT_BCH,1721692800,1480.04,1431.09,1493.0,1457.19,758289
USDT_BCH,1721779200,1520.64,1466.78,1466.04,1485.14,907039
USDT_BCH,1721865600,1518.35,1472.35,1479.1,1488.01,100892
USDT_BCH,1721952000,1507.23,1462.13,1494.72,1488.89,255292
USDT_BCH,1722038400,1555.33,1496.73,1564.44,1529.93,249191
USDT_BCH,1722124800,1623.7,1590.59,1601.12,1604.63,347327
USDT_BCH,1722211200,1688.21,1655.7,1630.98,1665.5,934149
USDT_BCH,1722297600,1739.66,1694.11,1697.05,1709.55,825771
USDT_BCH,1722384000,1652.92,1608.98,1701.4,1652.31,410929
USDT_BCH,1722470400,1661.37,1609.54,1656.7,1639.13,476134
USDT_BCH,1722556800,1636.8,1576.92,1612.71,1613.74,692042
USDT_BCH,1722643200,1681.51,1645.68,1697.0,1677.96,550820
USDT_BCH,1722729600,1764.13,1668.29,1735.7,1719.51,745127
USDT_BCH,1722816000,1655.11,1629.76,1651.06,1646.66,628232
USDT_BCH,1722902400,1695.94,1636.38,1683.47,1657.32,747443
USDT_BCH,1722988800,1718.66,1681.52,1653.0,1684.13,805460
USDT_BCH,1723075200,1768.79,1707.14,1712.63,1742.12,799030
USDT_BCH,1723161600,1821.5,1811.94,1804.22,1821.18,881210
USDT_BCH,1723248000,1911.45,1856.54,1919.18,1896.56,184624
USDT_BCH,1723334400,1990.37,1913.16,1937.0,1946.61,446777
USDT_BCH,1723420800,1992.51,1964.52,1914.87,1973.59,473444
USDT_BCH,1723507200,2003.29,1973.06,1991.44,1974.44,796141
USDT_BCH,1723593600,2019.39,1995.43,2003.0,2018.21,875531
USDT_BCH,1723680000,2042.81,1999.92,2009.53,2024.62,808351
USDT_BCH,1723766400,2069.19,2042.12,2006.3,2063.59,601072
USDT_BCH,1723852800,2070.37,2028.82,2014.53,2060.82,894596
USDT_BCH,1723939200,2007.7,1998.29,2028.45,1998.57,607605
USDT_BCH,1724025600,2133.03,2043.63,2159.36,2104.95,810217
USDT_BCH,1724112000,2145.22,2076.37,2154.74,2106.26,324459
USDT_BCH,1724198400,2176.74,2089.07,2117.92,2129.85,869072
USDT_BCH,1724284800,2190.89,2158.14,2125.61,2160.52,659861
USDT_BCH,1724371200,2248.61,2132.75,2205.59,2189.25,242745
USDT_BCH,1724457600,2273.63,2210.45,2221.85,2269.37,649901
USDT_BCH,1724544000,2369.53,2249.31,2321.93,2311.79,319248
USDT_BCH,1724630400,2381.94,2324.44,2380.43,2338.66,567417
USDT_BCH,1724716800,2382.56,2332.62,2360.26,2375.4,192159
USDT_BCH,1724803200,2408.87,2351.93,2311.46,2360.77,950896
USDT_BCH,1724889600,2264.06,2194.89,2312.28,2250.48,724174
USDT_BCH,1724976000,2187.17,2148.1,2220.24,2180.5,759185
USDT_BCH,1725062400,2313.14,2231.67,2246.47,2283.6,948243
USDT_BCH,1725148800,2186.44,2122.68,2123.91,2176.52,366360
USDT_BCH,1725235200,2130.82,2075.44,2175.09,2127.07,340718
USDT_BCH,1725321600,2134.58,2047.33,2092.94,2096.56,227717
USDT_BCH,1725408000,2132.0,2013.78,2087.04,2070.32,524908
USDT_BCH,1725494400,1994.53,1954.14,2012.84,1985.78,650216
USDT_BCH,1725580800,2059.1,2040.12,2006.66,2043.52,893754
USDT_BCH,1725667200,1941.63,1883.74,1970.69,1940.44,932817
USDT_BCH,1725753600,1925.18,1870.03,1927.26,1879.31,553832
